Index;Quelle;Projektname;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;Projekt-Abkürzung;Art
0;https://citylab-berlin.org/de/projects/baergpt/;BärGPT;Stadt, KI, Arbeit;https://citylab-berlin.org/de/projects/baergpt/;CityLAB Berlin;In Planung;Der KI-Assistent für die Berliner Landesverwaltung.;CC BY-NC-SA;https://citylab-berlin.org;BärGPT;KI Anwendung, Open-Source, Web-App, Information Retrieval
1;https://citylab-berlin.org/de/projects/fairgnuegen/;Fairgnügen;Kultur, Sport, Bildung, Barrierefreiheit, Zugänglichkeit, Open Data, Partizipation;https://citylab-berlin.org/de/projects/fairgnuegen/;CityLAB Berlin;In Planung;Unsere neue Webseite hilft bei der Suche nach über 400 kostenlosen und ermäßigten Angeboten.;CC BY-NC-SA;https://citylab-berlin.org;;Plattform, Web-App, Interaktive Karte, Open Data, Datenbank
2;https://citylab-berlin.org/de/projects/parla/;Parla;Stadt, Politische Bildung, Wahlen, Zivilgesellschaft;https://citylab-berlin.org/de/projects/parla/;CityLAB Berlin;In Planung;Das neue KI-Tool Parla macht Schriftliche Anfragen durchsuchbar. ;CC BY-NC-SA;https://citylab-berlin.org;;Information Retrieval, KI Anwendung, Large Language Model (LLM), Open-Source, Wissensmanagement, Open Data, Web-App
3;https://citylab-berlin.org/de/projects/kiezlabor/;Kiezlabor;Stadt, Zivilgesellschaft, Stadtplanung;https://citylab-berlin.org/de/projects/kiezlabor/;CityLAB Berlin;In Planung;Das Kiezlabor bringt den prototypischen Ansatz des CityLAB Berlin in die Kieze.;CC BY-NC-SA;https://citylab-berlin.org;;Workshop, Dokumentationstool, Verzeichnis
4;https://citylab-berlin.org/de/projects/data-hub-berlin/;Data Hub Berlin  ;Stadt, Open Data;https://citylab-berlin.org/de/projects/data-hub-berlin/;CityLAB Berlin;In Planung;Die zentrale Plattform für ein bessere Wertschöpfung der Berliner Datenschätze. ;CC BY-NC-SA;https://citylab-berlin.org;;Datenportal, Open-Source, Dashboard, Visualisierung, API, Plattform
5;https://citylab-berlin.org/de/projects/partizipation-digital/;Partizipation Digital ;Migration, Integration, Zivilgesellschaft, Stadt;https://citylab-berlin.org/de/projects/partizipation-digital/;CityLAB Berlin;In Planung;Eine prototypische Lösung soll den Ankunftsprozess unterstützen und verbessern.;CC BY-NC-SA;https://citylab-berlin.org;PaDi;Web-App, Interaktive App, Explorative Analyse
6;https://citylab-berlin.org/de/projects/govtech-testlab/;GovTech TestLAB;DE, Digitale Zusammenarbeit, Innovative Verwaltung, Open Source;https://citylab-berlin.org/de/projects/govtech-testlab/;CityLAB Berlin;In Planung;Wir schaffen einen Raum, in dem Lösungen ausprobiert und bewertet werden können.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Beratung, Explorative Analyse
7;https://citylab-berlin.org/de/projects/stadtlabor2go/;Stadtlabor2Go;Stadtplanung, Partizipation, KI;https://citylab-berlin.org/de/projects/stadtlabor2go/;CityLAB Berlin;In Planung;Stadtlabor2Go zeigt, wie Städte Digitalisierung gemeinsam voranbringen können.;CC BY-NC-SA;https://citylab-berlin.org;Stadtlabor2Go;Workshop
8;https://citylab-berlin.org/de/projects/giess-den-kiez/;Gieß den Kiez;Umweltschutz, Klimawandel, Stadt;https://citylab-berlin.org/de/projects/giess-den-kiez/;CityLAB Berlin;In Planung;Gieß den Kiez ist eine Plattform zur Koordinierung der Bewässerung der Berliner Bäume.;CC BY-NC-SA;https://citylab-berlin.org;;Web-App, Interaktive Karte, Datenvisualisierung, Open Data, Open-Source
9;https://citylab-berlin.org/de/projects/klimadashboard-xhain/;KlimaDashboard Xhain;Klimawandel, Umweltschutz, Stadt;https://citylab-berlin.org/de/projects/klimadashboard-xhain/;CityLAB Berlin;In Planung;Mit dem Klimadashboard werden Klimadaten transparen.;CC BY-NC-SA;https://citylab-berlin.org;;Interaktives Dashboard, Datenvisualisierung, Web-App, Open Data
10;https://citylab-berlin.org/de/projects/hilf-mir-berlin/;Hilf-Mir.Berlin;Beratung, Gesundheit, Soziale Arbeit, Stadt, Barrierefreiheit;https://citylab-berlin.org/de/projects/hilf-mir-berlin/;CityLAB Berlin;In Planung;Hilf-Mir.Berlin fasst das Angebot von über 200 Beratungsstellen erstmals übersichtlich zusammen. ;CC BY-NC-SA;https://citylab-berlin.org;;Web-App, Interaktive Karte, Open-Source
11;https://citylab-berlin.org/de/projects/talking-treebot/;Talking Treebot;Umweltschutz, Klima, Klimawandel, Luftqualität, Stadt;https://citylab-berlin.org/de/projects/talking-treebot/;CityLAB Berlin;In Planung;Der Talking Treebot gibt den Berliner Stadtbäumen mit Hilfe von Künstlicher Intelligenz eine Stimme.;CC BY-NC-SA;https://citylab-berlin.org;;Maschinelles Lernen, KI Anwendung, Interaktive App, Monitoring
12;https://citylab-berlin.org/de/projects/buergeramt-der-zukunft-tagebuchstudie/;Bürgeramt der Zukunft;Verwaltung, Stadt;https://citylab-berlin.org/de/projects/buergeramt-der-zukunft-tagebuchstudie/;CityLAB Berlin;In Planung;Das Ziel des Projekts Bürgeramt der Zukunft ist es, ein tieferes Verständnis für die Arbeit und die Abläufe in der Verwaltung zu erhalten und diese hinsichtlich ihrer Nutzer:innenorientierung zu verbessern.;CC BY-NC-SA;https://citylab-berlin.org;;Prozessautomatisierung, Datenanalyse, Web-App
13;https://citylab-berlin.org/de/projects/citylab-roadshow/;CityLAB Roadshow;Stadt, Technologie;https://citylab-berlin.org/de/projects/citylab-roadshow/;CityLAB Berlin;In Planung;Das CityLAB Berlin kommt zum Hausbesuch.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Beratung
14;https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/;Berliner EnergieCheckpoint;Energie, Klima, Verwaltung, Stadt;https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/;CityLAB Berlin;In Planung;Der EnergieCheckpoint zeigt Daten zum Energieverbrauch öffentlicher Gebäude.;CC BY-NC-SA;https://citylab-berlin.org;;Interaktive Karte, Web-App, Datenvisualisierung, Open Data
15;https://citylab-berlin.org/de/projects/smart_city/;Gemeinsam Digital: Berlin;Stadtplanung, Stadt, Verwaltung, Wirkungsmessung;https://citylab-berlin.org/de/projects/smart_city/;CityLAB Berlin;In Planung;Wir unterstützen die Maßnahmen der Smart City Strategie “Gemeinsam Digital: Berlin”.;CC BY-NC-SA;https://citylab-berlin.org;GD:B;Workshops, Beratung, Reporting, Monitoring
16;https://citylab-berlin.org/de/projects/ki-zum-anfassen-unsere-interaktiven-exponate/;KI zum Anfassen;Nachhaltigkeit, Klimaschutz, Stadtplanung, Zivilgesellschaft, Technologie, Demokratie;https://citylab-berlin.org/de/projects/ki-zum-anfassen-unsere-interaktiven-exponate/;CityLAB Berlin;In Planung;Hier stellen wir euch vier unserer aktuellen KI-Experimente vor, die in unserem Prototyping-Team entstanden sind.;CC BY-NC-SA;https://citylab-berlin.org;;Explorative Analyse, KI Anwendung, Interaktive Datenexploration, Workshops, Web-App, Datenvisualisierung
17;https://citylab-berlin.org/de/projects/labcamp/;LabCamp;Technologie, Partizipation, Verwaltung, Innovation;https://citylab-berlin.org/de/projects/labcamp/;CityLAB Berlin;In Planung;Das LabCamp ist ein Vernetzungstreffen öffentlicher Innovationslabore.;CC BY-NC-SA;https://citylab-berlin.org;;Vernetzung, Wissensmanagement
18;https://citylab-berlin.org/de/projects/summerschool/;Summer School;Stadtplanung, Umweltschutz, Gesundheit, Mobilität, Nachhaltigkeit, Datenanalyse;https://citylab-berlin.org/de/projects/summerschool/;CityLAB Berlin;In Planung;Summer School zu jährlich wechselnden Themen.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Forschung
19;https://citylab-berlin.org/de/projects/berliner-weihnachtsmarkt-finder/;Berliner Weihnachtsmarkt-Finder;Tourismus, Öffentlicher Nahverkehr, Transparenz, Kultur, Berlin, Open Data, Datenanalyse;https://citylab-berlin.org/de/projects/berliner-weihnachtsmarkt-finder/;CityLAB Berlin;In Planung;Glühwein, Glögg, Glückseligkeit – Berliner Weihnachtsmärkte auf einen Blick!;CC BY-NC-SA;https://citylab-berlin.org;;Web-App, Kartenanwendung, Open Data, Datenanwendung für Öffentlichkeit, Interaktive Karte
20;https://citylab-berlin.org/de/projects/digitalwerkstatt/;Digitalwerkstatt Verwaltung;Verwaltung, Demokratie, Inklusion;https://citylab-berlin.org/de/projects/digitalwerkstatt/;CityLAB Berlin;In Planung;In der Digitalwerkstatt werden gemeinsam mit Bürger:innen Verwaltungsformulare verbessert.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Prozessautomatisierung
21;https://citylab-berlin.org/de/projects/werkstatt-im-citylab/;Werkstatt im CityLAB;Stadtplanung, Bildung, Inklusion, Technologie, Partizipation;https://citylab-berlin.org/de/projects/werkstatt-im-citylab/;CityLAB Berlin;In Planung;Die Werkstatt ist Raum für Experiment und Methoden der Elektrotechnik und Informatik.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Open-Source, Vernetzung
22;https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/;Hacking Box goes CityLAB Berlin;Bildung, Technologie, Stadt;https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/;CityLAB Berlin;In Planung;Hardwareboxen für Schulprojekte, Workshops, Seminare, Hackathons & Co.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Hackathons, Beratung
23;https://citylab-berlin.org/de/projects/digitalvereint/;Digital Vereint – mit digitalen Tools das Berliner Ehrenamt stärken;Zivilgesellschaft, Soziale Arbeit, Stadt, Technologie, Datenanalyse, Digitalisierung, Inklusion;https://citylab-berlin.org/de/projects/digitalvereint/;CityLAB Berlin;In Betrieb;Digital Vereint ist eine Plattform zur Unterstützung von digitalem zivilgesellschaftlichem Engagement.;CC BY-NC-SA;https://citylab-berlin.org;;Plattform, Datenportal, Workshops, Beratung, Datenanwendung für Öffentlichkeit, Open-Source, Blog
24;https://citylab-berlin.org/de/projects/qtrees/;Quantified Trees (Qtrees): Intelligente Bewässerungsvorhersage für Stadtbäume;Umwelt, Klimaschutz, Stadt, Klimawandel, Umweltschutz, Verwaltung, Zivilgesellschaft;https://citylab-berlin.org/de/projects/qtrees/;CityLAB Berlin;In Betrieb;Im Forschungsprojekt QTrees werden von Trockenheit gefährdete Stadtbäume mittels KI identifiziert.;CC BY-NC-SA;https://citylab-berlin.org;QTrees;KI Anwendung, Monitoring, Web-App, Forschung, Maschinelles Lernen, Vernetzung, Plattform
25;https://citylab-berlin.org/de/projects/afs-dashboard/;Verwaltungsdashboard;Verwaltung, Datenanalyse, Transparenz, Stadt;https://citylab-berlin.org/de/projects/afs-dashboard/;CityLAB Berlin;In Betrieb;Im Rahmen von Design Sprints unterstützten wir bei der Konzeption eines Verwaltungsdashboards.;CC BY-NC-SA;https://citylab-berlin.org;D:ASH;Dashboard, Workshops, Datenvisualisierung, Interaktives Dashboard, Vernetzung, Plattform
26;https://citylab-berlin.org/de/projects/stadtpuls/;Stadtpuls – Deine Sensoren erklären Berlin;Umwelt, Open Data, Bildung, Zivilgesellschaft, Datenanalyse, Citizen Science;https://citylab-berlin.org/de/projects/stadtpuls/;CityLAB Berlin;In Betrieb;Stadtpuls ist eine offene IoT-Datenplattform für Sensordaten.;CC BY-NC-SA;https://citylab-berlin.org;;Datenportal, Open Data, API, Datenvisualisierung, Plattform, Interaktive Datenexploration
27;https://citylab-berlin.org/de/projects/pixelwelt/;Pixelwelt;Technologie, Vernetzung, Workshops;https://citylab-berlin.org/de/projects/pixelwelt/;CityLAB Berlin;In Betrieb;Die Pixelwelt ist ein digitales 2D-Modell des CityLAB für virtuelle Veranstaltungen.;CC BY-NC-SA;https://citylab-berlin.org;;Web-App, Interaktive App, Workshop, Plattform, Simulation, Vernetzung
28;https://citylab-berlin.org/de/projects/prototypenwerkstatt/;Prototypenwerkstatt – Am Beispiel der Seniorendatenbank;Verwaltung, Senioren, Datenanalyse;https://citylab-berlin.org/de/projects/prototypenwerkstatt/;CityLAB Berlin;In Betrieb;Prototypisch digitale Projekte zur Ablösung von IT-Kleinstverfahren.;CC BY-NC-SA;https://citylab-berlin.org;;Prozessautomatisierung, Workshops, Datenvisualisierung, Plattform
29;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;Prozessanalyse Radinfrastruktur (PARI);Mobilität, Stadtplanung, Verwaltung, Transparenz, Vernetzung, Stadt;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;CityLAB Berlin;In Betrieb;Analyse von Prozessen und Verfahren der Berliner Radinfrastruktur.;CC BY-NC-SA;https://citylab-berlin.org;PARI;Prozessoptimierung, Beratung
30;https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/;FixMyBerlin – Digitale Tools für Radwegeplanung;Mobilität, Stadt, Partizipation, Verwaltung;https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/;CityLAB Berlin;In Betrieb;Das Projekt begleitet die Berliner Verwaltung bei der Umsetzung des Mobilitätsgesetzes.;CC BY-NC-SA;https://citylab-berlin.org;;Datenportal, Partizipation, Umfrage, Web-App, Interaktive Datenexploration, Vernetzung
31;https://citylab-berlin.org/de/projects/schatten/;Berliner Erfrischungskarte;Klima, Stadtplanung, Umweltschutz, Nachhaltigkeit, Gesundheit;https://citylab-berlin.org/de/projects/schatten/;CityLAB Berlin;In Betrieb;Open Data-basierte Kartenvisualisierung.;CC BY-NC-SA;https://citylab-berlin.org;;Datenvisualisierung, Open Data, Web-App, Kartenanwendung, Interaktive Datenexploration
